hierarchy	codingscheme	affiliation	battledimension	status	functionid	name	remarks
EMS	E	-	-	-	------	EMERGENCY MANAGEMENT SYMBOLS	N/A
EMS.INCDNT 	E	-	I	-	------	INCIDENT	N/A
EMS.INCDNT.CVDIS 	E	*	I	*	A-----	CIVIL DISTURBANCE INCIDENT	
EMS.INCDNT.CVDIS.DEMO 	O	*	O	*	D-----	CIVIL DEMONSTRATION	
EMS.INCDNT.CVDIS.DISPOP 	O	*	I	*	R-----	CIVIL DISPLACED POPULATION	
EMS.INCDNT.CVDIS.CVRIOT 	E	*	I	*	AC----	CIVIL RIOTING	
EMS.INCDNT.CRMACT 	E	*	I	*	B-----	CRIMINAL ACTIVITY INCIDENT	
EMS.INCDNT.CRMACT.BMTHT 	E	*	I	*	BA----	BOMB THREAT	
EMS.INCDNT.CRMACT.BM 	O	*	V	*	B-----	BOMB	
EMS.INCDNT.CRMACT.EXPLN 	E	*	I	*	BC----	EXPLOSION	
EMS.INCDNT.CRMACT.LOOT 	E	*	I	*	BD----	LOOTING	
EMS.INCDNT.CRMACT.PSNG 	O	*	V	*	P-----	POISONING	
EMS.INCDNT.CRMACT.SHTG 	E	*	I	*	BF----	SHOOTING	
EMS.INCDNT.FIRE 	E	*	I	*	C-----	FIRE INCIDENT	
EMS.INCDNT.FIRE.HTSPT 	E	*	I	*	CA----	HOT SPOT	
EMS.INCDNT.FIRE.NRES 	E	*	I	*	CB----	NON-RESIDENTIAL FIRE	
EMS.INCDNT.FIRE.ORGN 	E	*	I	*	CC----	ORIGIN (OF FIRE)	
EMS.INCDNT.FIRE.RES 	E	*	I	*	CD----	RESIDENTIAL FIRE	
EMS.INCDNT.FIRE.SCH 	E	*	I	*	CE----	SCHOOL FIRE	
EMS.INCDNT.FIRE.SMK 	E	*	I	*	CF----	SMOKE	
EMS.INCDNT.FIRE.SN 	E	*	I	*	CG----	SPECIAL NEEDS FIRE	
EMS.INCDNT.FIRE.WLD 	E	*	I	*	CH----	WILD FIRE	
EMS.INCDNT.HAZMAT 	E	*	I	*	D-----	HAZARDOUS MATERIAL INCIDENT	
EMS.INCDNT.HAZMAT.CHMAGT 	E	*	I	*	DA----	CHEMICAL AGENT	
EMS.INCDNT.HAZMAT.CORMTL 	E	*	I	*	DB----	CORROSIVE MATERIAL	
EMS.INCDNT.HAZMAT.WHWET 	E	*	I	*	DC----	HAZARDOUS WHEN WET	
EMS.INCDNT.HAZMAT.EXPLV 	E	*	I	*	DD----	EXPLOSIVE	
EMS.INCDNT.HAZMAT.FLGAS 	E	*	I	*	DE----	FLAMMABLE GAS	
EMS.INCDNT.HAZMAT.FLLIQ 	E	*	I	*	DF----	FLAMMABLE LIQUID	
EMS.INCDNT.HAZMAT.FLSLD 	E	*	I	*	DG----	FLAMMABLE SOLID	
EMS.INCDNT.HAZMAT.NFLGAS 	E	*	I	*	DH----	NON-FLAMMABLE GAS	
EMS.INCDNT.HAZMAT.ORGPER 	E	*	I	*	DI----	ORGANIC PEROXIDE	
EMS.INCDNT.HAZMAT.OXDZR 	E	*	I	*	DJ----	OXIDIZER	
EMS.INCDNT.HAZMAT.RADMTL 	E	*	I	*	DK----	RADIOACTIVE MATERIAL	
EMS.INCDNT.HAZMAT.SPCMB 	E	*	I	*	DL----	SPONTANEOUSLY COMBUSTIBLE	
EMS.INCDNT.HAZMAT.TXGAS 	E	*	I	*	DM----	TOXIC GAS	
EMS.INCDNT.HAZMAT.TXINF 	E	*	I	*	DN----	TOXIC AND INFECTIOUS	
EMS.INCDNT.HAZMAT.UNXORD 	E	*	I	*	DO----	UNEXPLODED ORDNANCE	
EMS.INCDNT.AIR 	E	*	I	*	E-----	AIR INCIDENT	
EMS.INCDNT.AIR.ACDNT 	E	*	I	*	EA----	AIR ACCIDENT	
EMS.INCDNT.AIR.HJKG 	O	*	O	*	HA----	AIR HIJACKING	
EMS.INCDNT.MRN 	E	*	I	*	F-----	MARINE INCIDENT	
EMS.INCDNT.MRN.ACDNT 	E	*	I	*	FA----	MARINE ACCIDENT	
EMS.INCDNT.MRN.HJKG 	O	*	O	*	HV----	MARINE HIJACKING	
EMS.INCDNT.RAIL 	E	*	I	*	G-----	RAIL INCIDENT	
EMS.INCDNT.RAIL.ACDNT 	E	*	I	*	GA----	RAIL ACCIDENT	
EMS.INCDNT.RAIL.HJCK 	E	*	I	*	GB----	RAIL HIJACKING	
EMS.INCDNT.VEH 	E	*	I	*	H-----	VEHICLE INCIDENT	
EMS.INCDNT.VEH.ACDNT 	E	*	I	*	HA----	VEHICLE ACCIDENT	
EMS.INCDNT.VEH.HJKG 	O	*	O	*	HT----	VEHICLE HIJACKING	
EMS.NATEVT 	E	-	N	-	------	NATURAL EVENTS	N/A
EMS.NATEVT.GEO 	E	*	N	*	A-----	GEOLOGIC	N/A
EMS.NATEVT.GEO.AFTSHK 	E	*	N	*	AA----	AFTERSHOCK	
EMS.NATEVT.GEO.AVL 	E	*	N	*	AB----	AVALANCHE	
EMS.NATEVT.GEO.EQKEPI 	E	*	N	*	AC----	EARTHQUAKE EPICENTER	
EMS.NATEVT.GEO.LNDSLD 	E	*	N	*	AD----	LANDSLIDE	
EMS.NATEVT.GEO.SBSDNC 	E	*	N	*	AE----	SUBSIDENCE	
EMS.NATEVT.GEO.VOLERN 	W	A	S	-	WSVE--	VOLCANIC ERUPTION	
EMS.NATEVT.GEO.VLCTHT 	E	*	N	*	AG----	VOLCANIC THREAT	
EMS.NATEVT.HYDMET 	E	*	N	*	B-----	HYDRO-METEOROLOGICAL	N/A
EMS.NATEVT.HYDMET.DZ 	W	A	S	-	WSD-LI	DRIZZLE	
EMS.NATEVT.HYDMET.DRGHT 	E	*	N	*	BB----	DROUGHT	
EMS.NATEVT.HYDMET.FLD 	E	*	N	*	BC----	FLOOD	
EMS.NATEVT.HYDMET.FG 	W	A	S	-	WSFGSO	FOG	
EMS.NATEVT.HYDMET.HL 	W	A	S	-	WSGRL-	HAIL	
EMS.NATEVT.HYDMET.INV 	E	*	N	*	BF----	INVERSION	
EMS.NATEVT.HYDMET.RA 	W	A	S	-	WSR-LI	RAIN	
EMS.NATEVT.HYDMET.DT/SD 	W	A	S	-	WSDSLM	SAND DUST STORM	
EMS.NATEVT.HYDMET.SN 	W	A	S	-	WSS-LI	SNOW	
EMS.NATEVT.HYDMET.TSTRM 	W	A	S	-	WSTMH-	THUNDER STORM	
EMS.NATEVT.HYDMET.TNDO 	W	A	S	-	WST-FC	TORNADO	
EMS.NATEVT.HYDMET.TRPCYC 	W	A	S	-	WSTSS-	TROPICAL CYCLONE	
EMS.NATEVT.HYDMET.TSNMI 	E	*	N	*	BM----	TSUNAMI	
EMS.NATEVT.INFST 	E	*	N	*	C-----	INFESTATION	N/A
EMS.NATEVT.INFST.BIRD 	E	*	N	*	CA----	BIRD INFESTATION	
EMS.NATEVT.INFST.INSCT 	E	*	N	*	CB----	INSECT INFESTATION	
