hierarchy	codingscheme	affiliation	battledimension	status	functionid	name	remarks
SIGINT.GRDTRK.SIGINC.RAD.MSLAQ 	I	*	G	*	SRMA--	MISSILE ACQUISITION 	
SIGINT.GRDTRK.SIGINC.RAD.MSLGDN 	I	*	G	*	SRMG--	MISSILE GUIDANCE 	
SIGINT.GRDTRK.SIGINC.RAD.MSLTRK 	I	*	G	*	SRMT--	MISSILE TRACKING 	
SIGINT.GRDTRK.SIGINC.RAD.MFN 	I	*	G	*	SRMF--	MULTIFUNCTION 	
SIGINT.GRDTRK.SIGINC.RAD.SHETKG 	I	*	G	*	SRS---	SHELL TRACKING 	
SIGINT.GRDTRK.SIGINC.RAD.TGTAQ 	I	*	G	*	SRTA--	TARGET ACQUISITION 	
SIGINT.GRDTRK.SIGINC.RAD.TGTILL 	I	*	G	*	SRTI--	TARGET ILLUMINATOR 	
SIGINT.GRDTRK.SIGINC.RAD.TGTTRK 	I	*	G	*	SRTT--	TARGET TRACKING 	
SIGINT.GRDTRK.SIGINC.RAD.UNK 	I	*	G	*	SRU---	UNKNOWN 	
SIGINT.SSUF 	I	*	S	*	------	SEA SURFACE TRACK	N/A
SIGINT.SSUF.SIGINC 	I	*	S	*	S-----	SIGNAL INTERCEPT	N/A
SIGINT.SSUF.SIGINC.COMM 	I	*	S	*	SC----	COMMUNICATIONS	N/A
SIGINT.SSUF.SIGINC.COMM.CELL 	I	*	S	*	SCC---	CELLULAR/MOBILE 	
SIGINT.SSUF.SIGINC.COMM.OLOS 	I	*	S	*	SCO---	OMNI-LINE OF SIGHT (LOS) 	
SIGINT.SSUF.SIGINC.COMM.PTPLOS 	I	*	S	*	SCP---	POINT-TO-POINT LINE OF SIGHT (LOS) 	
SIGINT.SSUF.SIGINC.COMM.SATUL 	I	*	S	*	SCS---	SATELLITE UPLINK 	
SIGINT.SSUF.SIGINC.RAD 	I	*	S	*	SR----	RADAR	N/A
SIGINT.SSUF.SIGINC.RAD.ATCTL 	I	*	S	*	SRAT--	AIR TRAFFIC CONTROL 	
SIGINT.SSUF.SIGINC.RAD.AA/C 	I	*	S	*	SRAA--	ANTIAIRCRAFT 	
SIGINT.SSUF.SIGINC.RAD.CTDAPP 	I	*	S	*	SRCA--	CONTROLLED APPROACH 	
SIGINT.SSUF.SIGINC.RAD.CTDINC 	I	*	S	*	SRCI--	CONTROLLED INTERCEPT 	
SIGINT.SSUF.SIGINC.RAD.DATTMN 	I	*	S	*	SRD---	DATA TRANSMISSION 	
SIGINT.SSUF.SIGINC.RAD.EW 	I	*	S	*	SRE---	EARLY WARNING 	
SIGINT.SSUF.SIGINC.RAD.FIRCTL 	I	*	S	*	SRF---	FIRE CONTROL 	
SIGINT.SSUF.SIGINC.RAD.HGTFDG 	I	*	S	*	SRH---	HEIGHT FINDING 	
SIGINT.SSUF.SIGINC.RAD.IDFF 	I	*	S	*	SRI---	IDENTIFICATION FRIEND/FOE (INTERROGATOR) 	
SIGINT.SSUF.SIGINC.RAD.METO 	I	*	S	*	SRMM--	METEOROLOGICAL (MILITARY) 	
SIGINT.SSUF.SIGINC.RAD.MSLAQ 	I	*	S	*	SRMA--	MISSILE ACQUISITION 	
SIGINT.SSUF.SIGINC.RAD.MSLGDN 	I	*	S	*	SRMG--	MISSILE GUIDANCE 	
SIGINT.SSUF.SIGINC.RAD.MSLTRK 	I	*	S	*	SRMT--	MISSILE TRACKING 	
SIGINT.SSUF.SIGINC.RAD.MFN 	I	*	S	*	SRMF--	MULTIFUNCTION 	
SIGINT.SSUF.SIGINC.RAD.SUFSRH 	I	*	S	*	SRS---	SURFACE SEARCH 	
SIGINT.SSUF.SIGINC.RAD.TGTAQ 	I	*	S	*	SRTA--	TARGET ACQUISITION 	
SIGINT.SSUF.SIGINC.RAD.TGTILL 	I	*	S	*	SRTI--	TARGET ILLUMINATOR 	
SIGINT.SSUF.SIGINC.RAD.TGTTRK 	I	*	S	*	SRTT--	TARGET TRACKING 	
SIGINT.SSUF.SIGINC.RAD.UNK 	I	*	S	*	SRU---	UNKNOWN 	
SIGINT.SBSUF 	I	*	U	*	------	SUBSURFACE TRACK	N/A
SIGINT.SBSUF.SIGINC 	I	*	U	*	S-----	SIGNAL INTERCEPT	N/A
SIGINT.SBSUF.SIGINC.COMM 	I	*	U	*	SC----	COMMUNICATIONS	N/A
SIGINT.SBSUF.SIGINC.COMM.OLOS 	I	*	U	*	SCO---	OMNI-LINE OF SIGHT (LOS)	
SIGINT.SBSUF.SIGINC.COMM.PTPLOS 	I	*	U	*	SCP---	POINT-TO-POINT LINE OF SIGHT (LOS) 	
SIGINT.SBSUF.SIGINC.COMM.SATUL 	I	*	U	*	SCS---	SATELLITE UPLINK 	
SIGINT.SBSUF.SIGINC.RAD 	I	*	U	*	SR----	RADAR	N/A
SIGINT.SBSUF.SIGINC.RAD.DATTMN 	I	*	U	*	SRD---	DATA TRANSMISSION 	
SIGINT.SBSUF.SIGINC.RAD.EW 	I	*	U	*	SRE---	EARLY WARNING 	
SIGINT.SBSUF.SIGINC.RAD.MFN 	I	*	U	*	SRM---	MULTIFUNCTION 	
SIGINT.SBSUF.SIGINC.RAD.SUFSRH 	I	*	U	*	SRS---	SURFACE SEARCH 	
SIGINT.SBSUF.SIGINC.RAD.TGTAQ 	I	*	U	*	SRT---	TARGET ACQUISITION 	
SIGINT.SBSUF.SIGINC.RAD.UNK 	I	*	U	*	SRU---	UNKNOWN	
